00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 0.9995
03; MSE: 0.0000; cos: 0.9995
04; MSE: 0.0000; cos: 1.0010
05; MSE: 0.0000; cos: 1.0000
06; MSE: 0.0000; cos: 0.9995
07; MSE: 0.0000; cos: 1.0000
08; MSE: 0.0000; cos: 1.0010
09; MSE: 0.0000; cos: 0.9995
10; MSE: 0.0000; cos: 1.0000
11; MSE: 0.0000; cos: 1.0010
12; MSE: 0.0000; cos: 1.0000
13; MSE: 0.0000; cos: 0.9995
14; MSE: 0.0000; cos: 1.0000
15; MSE: 0.0000; cos: 1.0000
16; MSE: 0.0000; cos: 1.0000
17; MSE: 0.0000; cos: 1.0000
18; MSE: 0.0000; cos: 0.9995
19; MSE: 0.2754; cos: 0.9995
20; MSE: 0.2957; cos: 1.0000
21; MSE: 0.3408; cos: 0.9995
22; MSE: 0.4092; cos: 1.0000
23; MSE: 0.5068; cos: 1.0000
24; MSE: 0.6230; cos: 0.9995
25; MSE: 0.7783; cos: 1.0000
26; MSE: 1.0439; cos: 1.0000
27; MSE: 1.5850; cos: 0.9990
28; MSE: 0.7622; cos: 0.9873
