00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 1.0000
03; MSE: 0.0000; cos: 1.0010
04; MSE: 0.0000; cos: 0.9995
05; MSE: 0.0000; cos: 1.0000
06; MSE: 0.0000; cos: 0.9995
07; MSE: 0.0000; cos: 1.0000
08; MSE: 0.0000; cos: 0.9995
09; MSE: 0.0000; cos: 1.0000
10; MSE: 0.0000; cos: 1.0010
11; MSE: 0.0000; cos: 0.9995
12; MSE: 0.0000; cos: 0.9995
13; MSE: 0.0000; cos: 1.0010
14; MSE: 0.0019; cos: 1.0010
15; MSE: 0.0015; cos: 0.9995
16; MSE: 0.0013; cos: 1.0000
17; MSE: 0.0011; cos: 0.9995
18; MSE: 0.0010; cos: 1.0000
19; MSE: 0.0010; cos: 1.0000
20; MSE: 0.0010; cos: 1.0010
21; MSE: 0.0009; cos: 0.9995
22; MSE: 0.0009; cos: 1.0000
23; MSE: 0.0009; cos: 1.0010
24; MSE: 0.0010; cos: 1.0000
25; MSE: 0.0010; cos: 1.0000
26; MSE: 0.0010; cos: 1.0010
27; MSE: 0.0012; cos: 1.0000
28; MSE: 0.0013; cos: 1.0000
29; MSE: 0.0015; cos: 1.0000
30; MSE: 0.0018; cos: 1.0000
31; MSE: 0.0024; cos: 0.9995
32; MSE: 0.0035; cos: 0.9995
33; MSE: 0.0050; cos: 1.0000
34; MSE: 0.0059; cos: 1.0000
35; MSE: 0.0075; cos: 1.0000
36; MSE: 0.0012; cos: 1.0000
