00; MSE: 0.0000; cos: 1.0000
01; MSE: 0.0000; cos: 1.0000
02; MSE: 0.0000; cos: 1.0000
03; MSE: 0.0000; cos: 1.0000
04; MSE: 0.0000; cos: 1.0000
05; MSE: 0.0000; cos: 1.0000
06; MSE: 0.0000; cos: 1.0000
07; MSE: 0.0000; cos: 1.0000
08; MSE: 0.0000; cos: 1.0000
09; MSE: 0.0000; cos: 1.0000
10; MSE: 0.0000; cos: 1.0000
11; MSE: 0.0000; cos: 1.0000
12; MSE: 0.0000; cos: 1.0000
13; MSE: 0.0000; cos: 1.0000
14; MSE: 0.0000; cos: 1.0000
15; MSE: 0.0000; cos: 1.0000
16; MSE: 0.0000; cos: 1.0000
17; MSE: 0.0000; cos: 1.0000
18; MSE: 0.0000; cos: 1.0000
19; MSE: 0.0000; cos: 1.0000
20; MSE: 0.0000; cos: 1.0000
21; MSE: 0.0050; cos: 0.9999
22; MSE: 0.0058; cos: 0.9999
23; MSE: 0.0060; cos: 0.9999
24; MSE: 0.0059; cos: 0.9999
25; MSE: 0.0059; cos: 0.9999
26; MSE: 0.0068; cos: 0.9999
27; MSE: 0.0076; cos: 0.9999
28; MSE: 0.0094; cos: 0.9999
29; MSE: 0.0118; cos: 0.9998
30; MSE: 0.0149; cos: 0.9998
31; MSE: 0.0190; cos: 0.9997
32; MSE: 0.0249; cos: 0.9996
33; MSE: 0.0334; cos: 0.9994
34; MSE: 0.0997; cos: 0.9970
35; MSE: 0.1182; cos: 0.8604
36; MSE: 0.3328; cos: 0.7557
